UKPRN,Provider Name,Provider Type,Completions 13/14,Bottom Quintile 13/14,Second Quintile 13/14,Third Quintile 13/14,Fourth Quintile 13/14,Top Quintile 13/14,Completions 14/15,Bottom Quintile 14/15,Second Quintile 14/15,Third Quintile 14/15,Fourth Quintile 14/15,Top Quintile 14/15,Completions 15/16,Bottom Quintile 15/16,Second Quintile 15/16,Third Quintile 15/16,Fourth Quintile 15/16,Top Quintile 15/16
10005077,PETERBOROUGH REGIONAL COLLEGE,General FE College incl Tertiary,3420,6,17,20,15,42,2380,17,8,3,20,52,1580,4,11,14,36,36
10004676,PETROC,General FE College incl Tertiary,6450,2,2,42,29,25,5430,2,29,7,7,54,3430,30,3,5,40,21
10008426,PGL TRAINING (PLUMBING) LIMITED,Private Sector Public Funded,100,15,23,0,13,49,80,52,0,13,0,35,90,22,0,0,33,46
10005089,PHILIPS HAIR SALONS LIMITED,Private Sector Public Funded,70,0,22,0,0,78,70,0,100,0,0,0,50,0,0,0,67,33
10022288,PHONES 4U LIMITED,Private Sector Public Funded,340,76,4,16,0,3,40,0,0,100,0,0,.,.,.,.,.,.
10005101,PILOT IMS LIMITED,Private Sector Public Funded,380,0,0,11,3,86,290,51,0,0,0,49,300,5,0,21,13,62
10043575,PIZZA HUT (U.K.) LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10019311,PLATINUM EMPLOYMENT ADVICE & TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005124,PLUMPTON COLLEGE,Special Colleges,660,2,43,8,19,28,500,7,50,9,0,34,550,48,28,3,8,14
10005126,PLYMOUTH CITY COUNCIL,Other Public Funded,950,19,2,38,35,6,850,3,34,16,35,11,640,24,16,2,25,33
10005127,PLYMOUTH COLLEGE OF ART,Other Public Funded,60,75,0,25,0,0,30,0,0,100,0,0,50,53,0,0,47,0
10005151,PORTLAND COLLEGE,Private Sector Public Funded,20,100,0,0,0,0,10,100,0,0,0,0,10,100,0,0,0,0
10034944,PORTSLADE ALDRIDGE COMMUNITY ACADEMY,Other Public Funded,370,18,60,11,0,11,280,11,35,11,30,12,280,16,24,48,0,13
10005157,PORTSMOUTH CITY COUNCIL,Other Public Funded,70,19,26,54,0,0,70,44,56,0,0,0,70,23,54,23,0,0
10005158,PORTSMOUTH COLLEGE,Other,990,33,14,2,44,7,520,27,27,25,0,21,530,6,49,36,0,9
10005166,POSITIVE OUTCOMES LTD,Private Sector Public Funded,1510,6,37,40,1,15,1110,2,44,0,29,24,1620,1,28,45,20,6
10005172,POULTEC TRAINING LIMITED,Private Sector Public Funded,410,35,9,9,26,22,550,11,7,28,0,53,450,22,0,17,33,28
10000239,PRE-SCHOOL LEARNING ALLIANCE,Private Sector Public Funded,590,63,0,33,0,4,550,27,29,0,25,19,190,60,0,20,14,7
10005200,PRESTON COLLEGE,General FE College incl Tertiary,6510,4,21,37,1,37,4710,16,10,34,24,16,3880,11,32,2,42,13
10042197,PRET A MANGER (EUROPE) LIMITED,Private Sector Public Funded,.,.,.,.,.,.,10,0,0,0,0,100,.,.,.,.,.,.
10005204,PREVISTA LTD,Private Sector Public Funded,360,11,5,72,5,6,420,13,2,82,0,2,280,0,100,0,0,0
10005206,PRIESTLEY COLLEGE,Other,120,41,10,0,0,49,110,0,14,63,0,23,120,13,45,20,0,23
10005220,PRIOR PURSGLOVE COLLEGE,Other,380,96,0,0,0,4,280,100,0,0,0,0,260,100,0,0,0,0
10034058,PRIORY CENTRAL SERVICES LIMITED,Private Sector Public Funded,20,0,0,0,100,0,60,100,0,0,0,0,170,0,54,0,35,11
10007929,PRIORY COLLEGE SWINDON,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10021842,PROCO NW LIMITED,Private Sector Public Funded,170,0,24,8,13,55,140,26,8,0,9,57,120,50,0,0,17,33
10005237,PROFESSIONAL BUSINESS & TRAINING SOLUTIONS LIMITED,Private Sector Public Funded,10,0,0,0,0,100,20,0,0,100,0,0,20,0,0,0,100,0
10022358,PROFOUND SERVICES LIMITED,Private Sector Public Funded,1790,44,17,22,9,8,1720,32,3,43,4,17,1900,70,7,0,10,13
10004823,PROGRESS TO EXCELLENCE LTD,Private Sector Public Funded,540,57,4,5,0,34,760,31,27,3,9,31,960,62,6,9,0,23
10005250,PROJECT MANAGEMENT (STAFFORDSHIRE) LIMITED,Private Sector Public Funded,540,17,23,32,0,28,470,47,29,3,3,19,410,33,24,15,0,28
10005260,PROSPECT TRAINING ORGANISATIONS LIMITED,Private Sector Public Funded,x,x,x,x,x,x,10,0,0,0,0,100,.,.,.,.,.,.
10005261,PROSPECT TRAINING SERVICES (GLOUCESTER) LIMITED,Private Sector Public Funded,580,25,10,0,65,0,40,40,0,0,0,60,30,48,0,52,0,0
10046354,PROSPECTS COLLEGE OF ADVANCED TECHNOLOGY,General FE College incl Tertiary,.,.,.,.,.,.,190,41,0,34,0,25,370,25,47,17,4,7
10005750,PROSPECTS LEARNING FOUNDATION LIMITED,Private Sector Public Funded,150,46,0,0,0,54,x,x,x,x,x,x,.,.,.,.,.,.
10005262,PROSPECTS SERVICES,Private Sector Public Funded,120,18,9,0,73,0,.,.,.,.,.,.,.,.,.,.,.,.
10027935,PROSPECTS TRAINING INTERNATIONAL LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10019919,PROVIDENT TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,10,100,0,0,0,0,.,.,.,.,.,.
10022503,PROVQ LIMITED,Private Sector Public Funded,40,0,0,50,0,50,90,0,0,0,0,100,140,0,0,0,0,100
10030340,PURSUIT TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10003375,QA LIMITED,Private Sector Public Funded,490,0,14,78,0,8,890,0,0,94,0,6,1250,0,72,24,0,5
10021018,QDOS TRAINING LIMITED,Private Sector Public Funded,600,25,0,54,21,0,450,13,7,0,43,37,260,51,7,14,16,12
10002264,QINETIQ LIMITED,Private Sector Public Funded,10,0,0,0,0,100,40,0,0,0,100,0,20,0,0,0,0,100
10005319,QUBE QUALIFICATIONS AND DEVELOPMENT LIMITED,Private Sector Public Funded,2380,17,11,1,37,33,2270,6,12,47,1,35,2250,2,43,0,12,43
10005320,QUEEN ALEXANDRA COLLEGE,Private Sector Public Funded,30,100,0,0,0,0,30,0,100,0,0,0,80,0,0,100,0,0
10005325,QUEEN ELIZABETH SIXTH FORM COLLEGE,Other,130,28,0,72,0,0,100,25,0,0,31,45,100,20,0,0,67,13
10005339,QUEEN MARY'S COLLEGE,Other,300,36,0,13,48,4,370,81,0,4,0,15,240,48,0,0,23,29
10036345,RATHBONE TRAINING,Private Sector Public Funded,630,24,29,11,0,36,680,34,18,0,22,26,660,30,33,23,0,15
10005389,RAVENSBOURNE,Other Public Funded,40,0,0,0,100,0,70,0,0,0,0,100,70,0,0,0,0,100
10024704,RAYTHEON SYSTEMS LIMITED,Private Sector Public Funded,190,0,13,0,0,87,150,21,8,33,0,38,90,0,0,0,15,85
10005398,READING BOROUGH COUNCIL,Other Public Funded,770,9,18,42,18,13,580,40,2,47,0,11,520,12,19,48,20,0
10005404,REASEHEATH COLLEGE,Special Colleges,460,31,0,29,0,40,460,47,6,6,27,13,370,7,21,11,26,34
10005410,REDBRIDGE COLLEGE,General FE College incl Tertiary,1910,18,39,2,27,14,1810,45,8,9,30,9,1410,33,10,30,21,6
10005412,REDBRIDGE LONDON BOROUGH COUNCIL,Other Public Funded,1470,35,29,25,0,11,1350,31,25,15,23,5,1110,50,17,3,27,3
10005414,REDCAR & CLEVELAND COLLEGE,General FE College incl Tertiary,920,45,14,7,21,14,650,17,10,8,16,49,1070,17,1,3,27,51
10005413,REDCAR AND CLEVELAND BOROUGH COUNCIL,Other Public Funded,980,80,16,1,3,0,780,51,29,1,9,9,320,56,0,30,0,15
10031984,REDWOOD EDUCATION AND SKILLS LIMITED,Private Sector Public Funded,440,26,58,12,0,5,400,33,0,4,57,6,300,85,0,0,0,15
10008456,REGENT COLLEGE,Private Sector Public Funded,10,100,0,0,0,0,10,100,0,0,0,0,x,x,x,x,x,x
10005429,REGENT COLLEGE,Other,70,15,0,0,70,14,70,24,0,0,30,46,70,21,0,18,0,61
10005435,REIGATE COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.,.,.
10025330,RELEASE POTENTIAL LTD,Private Sector Public Funded,470,71,17,0,0,13,510,55,4,20,0,22,710,15,0,18,5,62
10023047,REMIT GROUP LIMITED,Private Sector Public Funded,3180,6,4,11,60,19,1620,27,0,35,13,26,2320,6,5,49,26,13
10024686,RESOURCES (N E) LIMITED,Private Sector Public Funded,230,41,55,5,0,0,260,40,0,0,28,32,210,50,0,0,13,37
10005457,REWARDS TRAINING RECRUITMENT CONSULTANCY LIMITED,Private Sector Public Funded,850,38,2,27,0,33,910,14,25,0,36,25,710,36,0,28,6,30
10005465,RICHARD HUISH COLLEGE,Other,200,0,20,18,8,53,210,7,0,0,5,89,210,0,0,0,29,71
10009554,RICHARD TAUNTON SIXTH FORM COLLEGE,Other,20,48,0,0,0,52,60,0,57,0,21,21,80,0,20,15,0,64
10005466,RICHMOND ADULT COMMUNITY COLLEGE (RACC),General FE College incl Tertiary,3940,16,15,28,30,11,1680,18,34,1,6,40,1970,21,39,4,30,7
10007362,RICHMOND UPON THAMES BOROUGH COUNCIL,Other Public Funded,30,100,0,0,0,0,40,0,0,40,0,60,30,0,0,0,0,100
10005469,RICHMOND UPON THAMES COLLEGE,General FE College incl Tertiary,1130,36,36,12,14,2,850,74,19,0,2,5,830,52,36,8,0,4
10005473,RIDGEMOND TRAINING LTD.,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10002863,RIVERSIDE COLLEGE,General FE College incl Tertiary,1960,53,6,17,6,17,1700,19,26,9,12,34,1260,6,26,37,22,9
10005488,RIVERSIDE TRAINING LIMITED,Private Sector Public Funded,430,48,29,0,13,10,550,33,5,15,0,47,470,84,0,0,7,9
10027384,RNIB COLLEGE LOUGHBOROUGH,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005534,RNN GROUP,General FE College incl Tertiary,4920,8,11,8,2,71,4150,13,6,4,9,68,3460,6,6,11,52,24
10029005,ROBERT OWEN COMMUNITIES,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10005509,ROCHDALE TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,1590,14,12,22,46,6,1230,61,4,19,3,12,1120,44,15,8,21,12
10005514,ROCKET TRAINING LIMITED,Private Sector Public Funded,100,68,0,13,0,19,90,21,0,79,0,0,30,100,0,0,0,0
10005520,ROLLS-ROYCE PLC,Private Sector Public Funded,120,15,85,0,0,0,170,0,0,0,92,8,180,0,0,0,0,100
10013082,ROLLS-ROYCE POWER ENGINEERING PLC,Private Sector Public Funded,120,0,0,0,79,21,150,0,0,0,34,66,90,27,0,0,0,73
10005522,ROOTS AND SHOOTS,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005535,ROTHERHAM BOROUGH COUNCIL,Other Public Funded,110,58,27,0,0,15,150,65,35,0,0,0,100,56,33,0,11,0
10033441,ROYAL AIR FORCE,Other Public Funded,1040,0,0,43,10,48,1100,0,0,32,11,57,1090,0,1,0,28,71
10003990,ROYAL BOROUGH OF GREENWICH,Other Public Funded,.,.,.,.,.,.,130,15,39,0,0,46,140,45,55,0,0,0
10005548,ROYAL BOROUGH OF KENSINGTON AND CHELSEA,Other Public Funded,500,94,6,0,0,0,490,85,2,11,0,2,450,100,0,0,0,0
10005549,ROYAL BOROUGH OF KINGSTON UPON THAMES,Other Public Funded,1280,8,24,29,0,40,780,19,0,39,25,18,550,21,11,6,32,31
10024772,ROYAL COLLEGE MANCHESTER (SEASHELL TRUST),Private Sector Public Funded,10,100,0,0,0,0,20,100,0,0,0,0,20,100,0,0,0,0
10005558,ROYAL NATIONAL COLLEGE FOR THE BLIND,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10033438,ROYAL NAVY,Other Public Funded,1400,16,0,0,35,48,2110,9,0,0,18,73,1900,12,0,0,25,64
10005575,RUNSHAW COLLEGE,General FE College incl Tertiary,1510,26,18,11,17,27,1350,14,21,8,15,43,1000,8,13,9,10,61
10005583,RUSKIN COLLEGE,Special Colleges,990,10,5,0,23,62,1870,4,0,0,12,84,1980,8,0,0,24,69
10009031,RUSKIN MILL COLLEGE,Private Sector Public Funded,40,0,100,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x
10021574,RUSKIN PRIVATE HIRE LIMITED,Private Sector Public Funded,240,10,0,30,17,43,.,.,.,.,.,.,.,.,.,.,.,.
10005586,RUTLAND COUNTY COUNCIL,Other Public Funded,180,20,14,0,13,53,130,0,8,0,8,83,420,5,0,0,52,42
10005588,RWP TRAINING LIMITED,Private Sector Public Funded,290,32,4,0,0,64,260,29,7,0,8,57,220,8,21,0,22,49
10005599,S & B AUTOMOTIVE ACADEMY LIMITED,Private Sector Public Funded,210,45,0,0,0,55,180,0,25,0,0,75,250,0,0,37,0,63
10006005,S.W. DURHAM TRAINING LIMITED,Private Sector Public Funded,470,0,3,17,0,80,150,11,46,0,34,9,130,0,0,0,0,100
10010846,S.Y.T.G. LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005615,SAFE IN TEES VALLEY LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.,.,.
10022143,SAFETY PROBLEM SOLUTIONS UK LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10005642,SAKS (EDUCATION) LIMITED,Private Sector Public Funded,350,20,39,0,0,41,410,13,0,56,28,3,390,53,35,6,0,5
10006317,SALFORD AND TRAFFORD ENGINEERING GROUP TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,40,0,0,100,0,0,60,0,65,0,35,0,60,25,0,75,0,0
10005032,SALFORD CITY COLLEGE,General FE College incl Tertiary,4890,38,8,19,8,27,4230,31,5,17,35,11,2990,7,40,1,16,36
10035301,SAMANTHA WARREN,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,20,100,0,0,0,0
10005669,SANDWELL COLLEGE,General FE College incl Tertiary,4070,31,40,1,19,9,3650,59,28,9,0,4,2770,67,7,9,12,5
10005671,SANDWELL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,520,90,3,0,0,7,240,36,6,0,4,55,220,94,6,0,0,0
10005673,SANDWELL TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,140,35,0,0,7,58,100,18,0,0,33,50,110,0,54,0,32,14
10033746,SBC TRAINING LIMITED,Private Sector Public Funded,240,15,5,5,23,53,210,45,0,20,9,25,150,25,0,13,0,62
10005687,SCARBOROUGH SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005735,SEETEC BUSINESS TECHNOLOGY CENTRE LIMITED,Private Sector Public Funded,1370,30,0,2,66,2,1190,41,0,0,53,6,470,18,3,6,0,74
10005736,SEEVIC COLLEGE,General FE College incl Tertiary,140,24,12,0,0,64,200,26,17,37,5,14,330,6,67,7,11,8
10005738,SEFTON METROPOLITAN BOROUGH COUNCIL,Other Public Funded,190,7,0,21,61,10,230,75,0,0,18,7,80,54,0,14,0,33
10005741,SELBY COLLEGE,General FE College incl Tertiary,1920,2,3,3,56,37,1650,8,27,14,8,43,1390,3,42,8,19,28
10030520,SELECT SERVICE PARTNER UK LIMITED,Private Sector Public Funded,120,0,100,0,0,0,170,0,27,0,0,73,120,49,0,0,0,51
10005744,SELETA TRAINING AND PERSONNEL SERVICES LIMITED,Private Sector Public Funded,440,0,0,0,0,100,500,0,12,0,0,88,220,0,26,0,0,74
10005748,SENSE COLLEGE,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,20,0,100,0,0,0
10005752,SERCO LIMITED,Private Sector Public Funded,370,0,48,11,3,38,470,41,0,3,0,56,770,5,5,49,31,10
10005782,SHAW TRUST LIMITED(THE),Private Sector Public Funded,200,62,38,0,0,0,x,x,x,x,x,x,30,0,0,0,100,0
10002244,SHEFFIELD CITY COUNCIL,Other Public Funded,1010,51,27,0,9,14,1020,46,19,18,10,8,1570,37,3,54,4,2
10005788,"SHEFFIELD COLLEGE, THE",General FE College incl Tertiary,8650,25,17,45,11,3,7740,17,22,18,31,11,6410,23,22,22,19,14
10013042,SHEFFIELD INDEPENDENT FILM AND TELEVISION LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10038981,SHEILING COLLEGE,Other Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10005601,SHILDON AND DARLINGTON TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10005810,SHIPLEY COLLEGE,General FE College incl Tertiary,2080,73,12,10,5,1,1610,34,33,9,23,2,920,45,14,6,6,29
10039420,SHOOTERS HILL POST-16 CAMPUS,Other Public Funded,.,.,.,.,.,.,30,0,0,100,0,0,10,100,0,0,0,0
10005821,SHREWSBURY COLLEGE OF ARTS & TECHNOLOGY,General FE College incl Tertiary,5190,3,8,47,11,31,3510,3,4,32,16,45,2180,6,16,6,46,26
10005822,SHREWSBURY SIXTH FORM COLLEGE,Other,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10013362,SIEMENS PUBLIC LIMITED COMPANY,Private Sector Public Funded,20,0,0,0,0,100,50,0,0,0,0,100,100,100,0,0,0,0
10028965,SIMPLY ONE STOP LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10005859,SIR GEORGE MONOUX COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005864,SIR JOHN DEANE'S COLLEGE,Other,50,100,0,0,0,0,30,52,0,0,0,48,30,0,0,0,0,100
10005883,SKEGNESS COLLEGE OF VOCATIONAL TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005891,SKILLNET LIMITED,Private Sector Public Funded,1630,7,22,24,37,11,1280,3,18,0,62,16,1370,61,10,28,0,1
10038112,SKILLS FOR HEALTH LIMITED,Private Sector Public Funded,630,33,37,6,0,24,280,78,0,0,0,22,480,53,42,0,0,5
10010523,SKILLS FOR SECURITY LIMITED,Private Sector Public Funded,160,39,0,29,12,21,130,0,0,38,12,50,120,0,0,71,0,29
10012834,SKILLS TEAM LTD,Private Sector Public Funded,460,35,53,8,5,0,700,59,21,0,0,20,540,18,29,53,0,0
10005277,SKILLS TO GROUP LIMITED,Private Sector Public Funded,1160,8,3,10,0,79,1320,15,2,0,0,83,1360,3,15,0,7,75
10005897,SKILLS TRAINING UK LIMITED,Private Sector Public Funded,130,0,26,0,37,38,320,39,0,0,20,42,1030,81,13,0,0,5
10020256,SKILLS UK LTD,Private Sector Public Funded,320,7,0,0,93,0,210,100,0,0,0,0,180,100,0,0,0,0
10005916,SLOUGH BOROUGH COUNCIL,Other Public Funded,660,30,31,7,31,0,600,54,28,5,4,10,460,39,54,0,3,4
10005113,SLOUGH PIT STOP PROJECT LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10005927,SMART TRAINING AND RECRUITMENT LIMITED,Private Sector Public Funded,1820,80,8,1,0,11,1090,24,58,1,5,12,830,18,0,29,8,45
10028742,SOCIAL ENTERPRISE KENT CIC,Private Sector Public Funded,790,12,13,46,19,10,560,18,38,35,0,9,440,8,36,17,10,28
10022237,SOFTMIST LIMITED,Private Sector Public Funded,830,10,0,50,14,26,680,55,8,9,24,4,560,10,57,14,0,19
10005946,SOLIHULL COLLEGE,General FE College incl Tertiary,7350,2,14,5,48,30,3590,14,18,19,43,6,2390,40,13,3,30,15
10005956,SOMERSET COLLEGE,General FE College incl Tertiary,3830,3,36,31,6,24,4040,3,40,16,5,36,3190,0,61,0,1,38
10005959,SOMERSET COUNTY COUNCIL,Other Public Funded,1330,12,32,18,9,29,820,12,3,43,20,21,.,.,.,.,.,.
10042505,SOMERSET SKILLS & LEARNING CIC,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,720,15,34,9,18,24
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,General FE College incl Tertiary,10480,12,21,40,20,7,9560,22,4,49,14,10,8450,8,24,39,9,20
10005972,SOUTH CHESHIRE COLLEGE,General FE College incl Tertiary,1800,6,3,11,51,30,1350,7,8,34,2,48,950,4,4,33,53,6
10005977,SOUTH DEVON COLLEGE,General FE College incl Tertiary,4240,7,4,5,64,21,2360,11,5,19,25,40,2050,5,14,25,35,21
10005979,SOUTH DOWNS COLLEGE,General FE College incl Tertiary,2250,2,2,25,41,29,2290,4,38,3,29,26,1350,19,50,11,14,7
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,5830,10,17,29,6,38,3950,7,11,13,42,27,3290,11,18,13,33,25
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,General FE College incl Tertiary,3380,5,22,14,29,30,3330,8,15,11,42,25,2650,15,38,16,13,18
10005989,SOUTH LEICESTERSHIRE COLLEGE,General FE College incl Tertiary,3190,5,4,37,16,38,3140,5,18,36,3,39,2020,4,12,37,11,36
10023526,SOUTH STAFFORDSHIRE COLLEGE,General FE College incl Tertiary,1470,12,1,17,47,23,1660,6,8,17,55,13,1940,2,14,42,6,35
10005997,SOUTH THAMES COLLEGE,General FE College incl Tertiary,8510,21,5,47,9,18,6730,9,31,42,4,13,5970,7,27,59,4,4
10005999,SOUTH TYNESIDE COLLEGE,General FE College incl Tertiary,2070,24,33,0,28,15,2020,24,19,6,20,31,2430,28,9,32,24,6
10006000,SOUTH TYNESIDE COUNCIL,Other Public Funded,1500,38,16,3,43,0,990,48,0,12,39,1,980,46,13,31,10,0
10032119,SOUTH WEST ASSOCIATION OF TRAINING PROVIDERS LIMITED,Private Sector Public Funded,490,64,10,16,2,8,420,55,13,5,0,27,420,51,11,3,17,18
10007872,SOUTH WEST REGIONAL ASSESSMENT CENTRE LIMITED,Private Sector Public Funded,1190,41,0,59,0,0,1040,63,37,0,0,0,1110,75,5,17,1,2
10002356,SOUTH WORCESTERSHIRE COLLEGE,General FE College incl Tertiary,770,9,10,38,5,38,750,3,16,3,56,22,700,3,27,24,20,25
10006020,SOUTHAMPTON CITY COLLEGE,General FE College incl Tertiary,2750,7,1,18,44,29,2070,2,4,37,1,55,1900,6,8,11,40,36
10006021,SOUTHAMPTON CITY COUNCIL,Other Public Funded,200,43,0,0,0,57,190,55,27,0,0,18,140,61,0,11,13,14
10005760,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),Private Sector Public Funded,50,76,0,0,24,0,60,0,0,0,0,100,60,0,0,0,81,19
10006029,SOUTHEND-ON-SEA BOROUGH COUNCIL,Other Public Funded,1360,33,22,7,27,11,2020,10,4,14,69,3,1090,36,14,26,22,2
10006038,SOUTHPORT COLLEGE,General FE College incl Tertiary,1380,16,32,14,22,17,870,0,5,16,29,50,860,20,32,11,19,17
10006042,SOUTHWARK LONDON BOROUGH COUNCIL,Other Public Funded,1430,84,2,1,3,10,1660,84,1,11,3,0,1040,53,45,2,0,0
10009091,SPAN TRAINING & DEVELOPMENT LIMITED,Private Sector Public Funded,170,15,0,20,0,65,120,0,0,0,50,50,110,27,37,0,0,35
10006050,SPARSHOLT COLLEGE,Special Colleges,1470,14,17,8,11,50,970,25,4,17,8,46,840,17,7,15,12,49
10032147,SPECIALIST TRADE COURSES LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,50,100,0,0,0,0
10042132,SPECSAVERS OPTICAL SUPERSTORES LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,110,0,0,0,0,100
10034192,SPIRIT PUB COMPANY (SERVICES) LIMITED,Private Sector Public Funded,280,0,0,0,50,50,220,0,0,0,22,78,70,100,0,0,0,0
10006086,SPRINGBOARD SUNDERLAND TRUST,Private Sector Public Funded,1760,45,55,0,0,1,590,78,11,4,0,7,610,64,8,2,4,23
10032390,SPRINGFIELD EDUCATION AND TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,.,.,.
10010548,SPRINGFIELDS FUELS LIMITED,Private Sector Public Funded,20,0,0,0,100,0,10,0,0,0,0,100,x,x,x,x,x,x
10023368,SSE SERVICES PLC,Private Sector Public Funded,70,55,0,0,45,0,40,0,59,0,0,41,40,0,0,0,0,100
10006130,ST BRENDAN'S SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006135,ST CHARLES CATHOLIC SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006159,ST ELIZABETH'S COLLEGE (THE CONGREGATION OF THE DAUGHTERS OF THE CROSS OF THE LIEGE),Other Public Funded,10,0,0,0,100,0,.,.,.,.,.,.,30,0,0,0,0,100
10008007,ST FRANCIS XAVIER SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006173,ST HELENS CHAMBER LIMITED,Private Sector Public Funded,1780,74,5,0,14,7,1190,54,2,27,10,7,790,16,4,27,48,5
10006174,ST HELENS COLLEGE,General FE College incl Tertiary,2750,37,17,13,22,10,2290,40,27,14,12,6,1760,10,30,29,6,25
10006175,ST HELENS METROPOLITAN BOROUGH COUNCIL,Other Public Funded,220,15,0,0,71,15,100,0,17,0,0,83,50,37,0,0,0,63
10006195,ST JOHN RIGBY RC SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006199,ST JOHN'S SCHOOL AND COLLEGE,Private Sector Public Funded,20,100,0,0,0,0,20,100,0,0,0,0,20,0,0,100,0,0
10040374,ST MARTINS CENTRE (ST ROSES SCHOOL),Other Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10006226,ST MARY'S COLLEGE,Other,90,0,83,0,17,0,100,0,13,0,87,0,100,0,10,0,90,0
10006245,ST PAUL'S,Private Sector Public Funded,20,0,0,50,50,0,x,x,x,x,x,x,x,x,x,x,x,x
10006268,ST VINCENT COLLEGE,Other,360,12,40,10,19,19,400,36,16,33,15,0,350,3,30,7,32,28
10027272,STAFF SELECT LTD,Private Sector Public Funded,340,65,9,18,8,0,450,31,45,20,0,4,460,27,62,5,0,5
10032018,STAFFLINE RECRUITMENT LIMITED,Private Sector Public Funded,160,87,0,0,0,13,150,0,0,90,0,10,x,x,x,x,x,x
10006293,STAFFORD COLLEGE,General FE College incl Tertiary,1360,9,14,11,30,35,1280,8,15,6,15,56,1210,8,11,5,30,45
10006296,STAFFORDSHIRE COUNTY COUNCIL,Other Public Funded,1730,74,22,1,2,1,960,58,9,22,2,8,960,28,53,13,3,3
10009439,STANMORE COLLEGE,General FE College incl Tertiary,1670,9,48,8,33,2,1470,51,19,1,23,7,940,28,34,2,15,21
10019839,START TRAINING LTD,Private Sector Public Funded,160,9,0,0,22,69,150,50,9,0,41,0,80,84,0,0,0,16
